Hospital_Name,Hospital_Address,Opening_Hour,Hospital_Phone,Latitude,Longitude,Hospital_Si,Hospital_Gu
현대동물병원,경남 함양군 함양읍 한들로 145,등록된 정보가 없습니다,등록된 정보가 없습니다,35.51995593,127.7321737,경남,함양군
시아동물병원,경남 진주시 남강로29번길 30-3,등록된 정보가 없습니다,055-746-6013,35.16567663,128.0431955,경남,진주시
on동물병원,경남 통영시 북신로 41-29, 월~금 09:30 ~ 19:00,055-646-1550,34.85324043,128.4296408,경남,통영시
남강동물병원,경남 산청군 산청읍 웅석봉로86번길 37,등록된 정보가 없습니다,055-974-3575,35.41278892,127.8724804,경남,산청군
코알라동물병원,경남 창원시 마산회원구 회원동15길 11,등록된 정보가 없습니다,등록된 정보가 없습니다,35.21958815,128.5713105,경남,창원시
현대동물약품병원,경남 함안군 대산면 대산중앙4길 45-3,등록된 정보가 없습니다,055-586-0085,35.35189747,128.428002,경남,함안군
현대동물병원,경남 진주시 진양호로 465-1,등록된 정보가 없습니다,055-748-5426,35.19096247,128.0767665,경남,진주시
혜성동물병원,경남 밀양시 백민로7길 9-6,등록된 정보가 없습니다,055-353-1632,35.49956468,128.7474763,경남,밀양시
마음든동물병원,"경남 진주시 관문로 7 율곡스퀘어프런티어 207, 208호"," 월~금 10:00 ~ 19:00 · 휴게시간 월,화,목,금 13:00 ~ 14:00",055-794-2778,35.15217996,128.1168123,경남,진주시
산호동물병원,경남 창원시 마산합포구 삼호로 55,등록된 정보가 없습니다,055-247-7202,35.22218235,128.5847763,경남,창원시
디스동물병원,경남 거제시 거제중앙로 1852,등록된 정보가 없습니다,055-632-2365,34.88373798,128.6256409,경남,거제시
드림종합동물병원,경남 김해시 호계로 483,등록된 정보가 없습니다,등록된 정보가 없습니다,35.23373014,128.8842476,경남,김해시
아랑동물병원,경남 창원시 진해구 용원남로73번길 9 1층,등록된 정보가 없습니다,055-552-3071,35.09925279,128.8135323,경남,창원시
가야동물병원,경남 밀양시 백민로 101-1,등록된 정보가 없습니다,055-352-6610,35.501595,128.7454112,경남,밀양시
고성작은동물병원,경남 고성군 고성읍 송학로149번길 8-1 1층, 월~금 09:00 ~ 18:00 · 휴게시간 월~토 13:00 ~ 14:00,055-673-7582,34.97808505,128.3254471,경남,고성군
회원동물메디컬,경남 창원시 마산회원구 북성로 125,등록된 정보가 없습니다,등록된 정보가 없습니다,35.21845969,128.5704305,경남,창원시
다올동물병원,경남 창원시 진해구 안골로 354-1 1층,등록된 정보가 없습니다,055-547-7552,35.10273885,128.8103205,경남,창원시
삼성동물병원,경남 함안군 가야읍 가야로 79 1층,등록된 정보가 없습니다,055-582-9975,35.2782189,128.4097538,경남,함안군
바른동물병원,경남 창원시 마산회원구 내서읍 삼계6길 42 1층, 월~금 10:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,055-713-8275,35.23406793,128.5033479,경남,창원시
우리동물병원,경남 하동군 진교면 민다리길 46,등록된 정보가 없습니다,등록된 정보가 없습니다,35.02600591,127.9041815,경남,하동군
동물병원위드펫,경남 사천시 사천읍 동문로 37,등록된 정보가 없습니다,055-855-1275,35.08143723,128.0966362,경남,사천시
페츠비동물병원,경남 김해시 능동로 159 4층,등록된 정보가 없습니다,055-311-7595,35.2029088,128.8085676,경남,김해시
펫 동물병원,경남 진주시 진양호로467번길 7-2,등록된 정보가 없습니다,055-748-0075,35.19156615,128.0767375,경남,진주시
서울동물병원,경남 함안군 가야읍 함마대로 1636-16,등록된 정보가 없습니다,등록된 정보가 없습니다,35.27937953,128.4090351,경남,함안군
주수의과병원,경남 의령군 의령읍 의병로16길 18,등록된 정보가 없습니다,055-572-2267,35.3179746,128.2602163,경남,의령군
남지동물병원,경남 창녕군 남지읍 동포로 9,등록된 정보가 없습니다,010-3596-4994,35.39007428,128.4815748,경남,창녕군
민들레동물병원,경남 진주시 진양호로 427-1,등록된 정보가 없습니다,055-741-5421,35.18943777,128.0728732,경남,진주시
중앙동물병원,경남 창원시 성산구 용지로 96 하이페르상가,등록된 정보가 없습니다,055-263-8275,35.22412522,128.6780557,경남,창원시
봉곡동물병원,경남 창원시 의창구 원이대로285번길 5,등록된 정보가 없습니다,등록된 정보가 없습니다,35.2428971,128.6512083,경남,창원시
이도수산질병관리원,경남 통영시 데메4길 15,등록된 정보가 없습니다,등록된 정보가 없습니다,34.82863074,128.4236536,경남,통영시
동원동물병원,경남 사천시 사천읍 진삼로 1527,등록된 정보가 없습니다,055-852-0797,35.08766687,128.0852133,경남,사천시
센텀동물병원,경남 통영시 무전1길 64-24,등록된 정보가 없습니다,055-642-7507,34.86115966,128.4224259,경남,통영시
율하시티동물병원,경남 김해시 율하3로 77,등록된 정보가 없습니다,055-333-9107,35.17457533,128.8160163,경남,김해시
서울동물병원,경남 고성군 고성읍 남포로 75-3,등록된 정보가 없습니다,등록된 정보가 없습니다,34.96981541,128.32026,경남,고성군
사천축협 축산종합센터,경남 사천시 사천읍 사천대로 1817,등록된 정보가 없습니다,055-855-0881,35.07882351,128.0817348,경남,사천시
나라동물병원,경남 합천군 합천읍 옥산로 26,등록된 정보가 없습니다,등록된 정보가 없습니다,35.56862987,128.1580241,경남,합천군
웅상동물병원,경남 양산시 덕계로 66,등록된 정보가 없습니다,055-366-0300,35.37367117,129.1509437,경남,양산시
목자동물병원,경남 남해군 남해읍 남해대로 2723,등록된 정보가 없습니다,등록된 정보가 없습니다,34.83239108,127.901508,경남,남해군
대산서울동물병원,경남 창원시 의창구 대산면 주남로 540-15 2층,등록된 정보가 없습니다,등록된 정보가 없습니다,35.33162107,128.7082678,경남,창원시
행복한동물병원,경남 진주시 가호로 31,등록된 정보가 없습니다,055-757-6119,35.16368106,128.1097663,경남,진주시
경남동물병원,경남 밀양시 남천강변로 43-4,등록된 정보가 없습니다,055-356-3100,35.49159848,128.7515972,경남,밀양시
남양동물병원,경남 창원시 성산구 대정로 102 개나리3차아파트 상가 107호,등록된 정보가 없습니다,055-261-5435,35.21114963,128.7039053,경남,창원시
사랑으로 동물병원,경남 창원시 마산회원구 합성서1길 157,등록된 정보가 없습니다,055-253-7507,35.24288684,128.5856208,경남,창원시
아이처럼동물병원,경남 창원시 성산구 용지로133번길 5,등록된 정보가 없습니다,055-282-7582,35.22745576,128.679265,경남,창원시
자연은동물병원,경남 김해시 삼안로195번길 31,등록된 정보가 없습니다,055-322-7583,35.24475733,128.9086495,경남,김해시
마린동물병원,경남 창원시 진해구 충장로657번길 35 마린푸르지오 2단지상가 201호,월~금 10:00 ~ 06:10 · 휴게시간 월~토 13:00 ~ 14:00,055-544-8500,35.13130056,128.706352,경남,창원시
경상동물병원,경남 창원시 성산구 원이대로 656,등록된 정보가 없습니다,055-263-5144,35.22424599,128.685151,경남,창원시
제이엠서울동물병원,경남 함안군 칠서면 청계2길 25-3,등록된 정보가 없습니다,등록된 정보가 없습니다,35.33328984,128.4985984,경남,함안군
우리수산동물병원,경남 통영시 장좌로 49,등록된 정보가 없습니다,055-643-0400,34.84265013,128.4311985,경남,통영시
강형모동물병원,경남 합천군 합천읍 충효로 60,등록된 정보가 없습니다,070-4405-2337,35.56572336,128.1610891,경남,합천군
함양동물병원,경남 함양군 함양읍 용평중앙길 43,등록된 정보가 없습니다,055-963-8875,35.51923985,127.7313889,경남,함양군
드림벳동물병원,경남 진주시 문산읍 문산로 923, 월~금 08:30 ~ 17:30,055-756-5612,35.16430806,128.197708,경남,진주시
상문동물병원,경남 거제시 거제중앙로 1705,등록된 정보가 없습니다,055-633-7582,34.87251698,128.633463,경남,거제시
가람동물병원,경남 창원시 마산회원구 3.15대로 846,등록된 정보가 없습니다,055-292-7375,35.24532554,128.5892976,경남,창원시
김수의과병원,경남 창녕군 영산면 영산장마로 745,등록된 정보가 없습니다,등록된 정보가 없습니다,35.45750888,128.5253461,경남,창녕군
동인종합동물병원,경남 창원시 진해구 안골로 308,등록된 정보가 없습니다,등록된 정보가 없습니다,35.09924287,128.8077169,경남,창원시
경남동물병원,경남 진주시 일반성면 동부로 2001,등록된 정보가 없습니다,055-756-0282,35.17027439,128.2806183,경남,진주시
쿨펫동물병원,경남 통영시 광도면 죽림4로 9 2층,등록된 정보가 없습니다,055-646-1318,34.88713337,128.4179995,경남,통영시
종합동물병원,경남 밀양시 내이4길 5,등록된 정보가 없습니다,055-353-7001,35.49911341,128.7430019,경남,밀양시
해조동물병원,경남 김해시 가락로63번길 1,등록된 정보가 없습니다,등록된 정보가 없습니다,35.2320102,128.8815214,경남,김해시
영남동물병원약품,경남 양산시 하북면 용연로 89,등록된 정보가 없습니다,055-375-9933,35.44713003,129.0745808,경남,양산시
경남야생동물구조센터,경남 진주시 진주대로 501 경상대학교 내,등록된 정보가 없습니다,055-754-9575,35.15671413,128.0980014,경남,진주시
신대방동물메디컬,"경남 창원시 성산구 창이대로881번길 11 101,102호"," 월,화,목,금 09:30 ~ 18:00 · 휴게시간 월~금 13:00 ~ 14:00",055-263-2600,35.20726881,128.7083166,경남,창원시
아주동물병원,경남 거제시 거제대로 3541,등록된 정보가 없습니다,055-681-0093,34.87442064,128.6917918,경남,거제시
노블동물병원,경남 창원시 성산구 원이대로473번길 9 노블파크주상가 2층 217호,등록된 정보가 없습니다,055-266-7975,35.23483267,128.6694503,경남,창원시
하동애견,경남 하동군 하동읍 경서대로 176,등록된 정보가 없습니다,055-883-1151,35.07022151,127.751968,경남,하동군
리옹 동물병원,경남 김해시 우암로 65,등록된 정보가 없습니다,055-326-5939,35.23653285,128.8609185,경남,김해시
광진동물병원,경남 창녕군 창녕읍 창녕대로 153-1,등록된 정보가 없습니다,055-532-0636,35.53279832,128.5008553,경남,창녕군
센텀종합동물병원,경남 창원시 진해구 여좌로 8,등록된 정보가 없습니다,055-541-0075,35.15287562,128.6659221,경남,창원시
통도동물병원,경남 양산시 하북면 신평로 22-1,등록된 정보가 없습니다,055-382-7871,35.49041014,129.087216,경남,양산시
정다운동물병원,경남 창원시 성산구 비음로4번길 38,등록된 정보가 없습니다,055-262-8275,35.22583886,128.6988192,경남,창원시
도그&캣 동물병원,경남 거제시 해명로 45,등록된 정보가 없습니다,055-637-0975,34.89298552,128.6444894,경남,거제시
박학규동물병원,경남 하동군 하동읍 경서대로 219,등록된 정보가 없습니다,055-883-1515,35.07180275,127.7561988,경남,하동군
가야 동물병원,경남 양산시 양산역로 69,등록된 정보가 없습니다,055-363-7582,35.33554404,129.0287382,경남,양산시
도그플러스 동물병원,경남 거제시 장평로 12 홈플러스 지하1층,등록된 정보가 없습니다,055-680-0975,34.89105581,128.616402,경남,거제시
섬동물병원,경남 통영시 선금산2길 28-26,등록된 정보가 없습니다,등록된 정보가 없습니다,34.82548516,128.4031602,경남,통영시
한강동물병원,경남 창원시 마산합포구 월영남로 7,등록된 정보가 없습니다,055-241-5005,35.17810534,128.5587542,경남,창원시
탑동물병원,경남 통영시 운하1길 8,등록된 정보가 없습니다,055-649-7275,34.83171505,128.4139621,경남,통영시
김해시동물구조협회 유기견들개구조,경남 김해시 대동면 원동길 53,등록된 정보가 없습니다,등록된 정보가 없습니다,35.24339652,128.9422076,경남,김해시
조항일동물병원,경남 창원시 진해구 진해대로 757 화남빌딩 1층 104호,등록된 정보가 없습니다,055-544-9900,35.15967557,128.6984395,경남,창원시
묘연고양이병원,경남 김해시 경원로73번길 1,등록된 정보가 없습니다,055-312-1222,35.23710096,128.8679193,경남,김해시
웰빙동물병원,경남 창원시 성산구 상남동 45,등록된 정보가 없습니다,055-262-1209,35.2162395,128.6871933,경남,창원시
서울동물병원,경남 창원시 마산합포구 진동면 진북산업로 33,등록된 정보가 없습니다,등록된 정보가 없습니다,35.11919589,128.4878136,경남,창원시
OK동물병원,경남 창원시 진해구 충장로 143-1, 월~목 09:30 ~ 19:00,055-546-7588,35.15223907,128.6678613,경남,창원시
함안축협동물병원,경남 함안군 가야읍 북실길 18,등록된 정보가 없습니다,055-583-4992,35.27217165,128.3868753,경남,함안군
노산동물병원,경남 사천시 중앙로 79,등록된 정보가 없습니다,055-835-3898,34.93321966,128.0763698,경남,사천시
수동물병원,경남 양산시 동면 금오13길 12,등록된 정보가 없습니다,055-388-7545,35.31682817,129.0256789,경남,양산시
도그플러스 마산점,경남 창원시 마산회원구 삼호로 56 홈플러스 마산점 6층,등록된 정보가 없습니다,055-252-0075,35.22266626,128.5857163,경남,창원시
도그플러스동물병원,경남 김해시 김해대로 2078,등록된 정보가 없습니다,등록된 정보가 없습니다,35.24190404,128.8702623,경남,김해시
지리산동물병원,경남 산청군 금서면 동의보감로 1067,등록된 정보가 없습니다,등록된 정보가 없습니다,35.46372132,127.7931041,경남,산청군
사천수산동물병원,경남 사천시 사천읍 진삼로 1461,등록된 정보가 없습니다,055-852-8681,35.08181229,128.0860489,경남,사천시
김영석동물병원,경남 거창군 가조면 가조가야로 1096-1,등록된 정보가 없습니다,등록된 정보가 없습니다,35.71014221,128.0148706,경남,거창군
주주동물병원,경남 김해시 덕정로 85, 월~금 10:00 ~ 20:00,055-324-0045,35.17994238,128.7944715,경남,김해시
쿨펫동물병원,경남 창원시 진해구 진해대로 762,등록된 정보가 없습니다,055-544-8400,35.15816462,128.6987576,경남,창원시
문수의과병원,경남 합천군 합천읍 남정길 34 101호,등록된 정보가 없습니다,등록된 정보가 없습니다,35.56408497,128.156592,경남,합천군
미소종합동물병원,경남 고성군 고성읍 중앙로 25,등록된 정보가 없습니다,등록된 정보가 없습니다,34.97451963,128.3230297,경남,고성군
밀양 축협농협동물병원,경남 밀양시 중앙로 264,등록된 정보가 없습니다,051-351-2728,35.48695846,128.7560772,경남,밀양시
도천동물병원,경남 통영시 중앙로 45 101호,등록된 정보가 없습니다,등록된 정보가 없습니다,34.83938471,128.4152605,경남,통영시
밀양한우동물병원,경남 밀양시 삼문중앙로 15-14,등록된 정보가 없습니다,055-353-7588,35.48450294,128.7538906,경남,밀양시
제일동물병원,경남 사천시 새시장길 47,등록된 정보가 없습니다,등록된 정보가 없습니다,34.93135259,128.0804363,경남,사천시
대곡동물병원,경남 진주시 대곡면 진의로 1062,등록된 정보가 없습니다,055-745-7615,35.26191725,128.1689386,경남,진주시
서울동물병원,경남 창원시 성산구 가음로13번길 33,등록된 정보가 없습니다,055-274-1400,35.21308516,128.7009716,경남,창원시
미래펫동물병원,경남 창원시 성산구 원이대로473번길 28,등록된 정보가 없습니다,055-262-7590,35.23591456,128.6709474,경남,창원시
거창축협동물병원,경남 거창군 거창읍 대평3길 38,등록된 정보가 없습니다,055-944-9976,35.68453109,127.9213924,경남,거창군
차오름동물병원,경남 거창군 거창읍 거열로 182,등록된 정보가 없습니다,055-944-3849,35.69026809,127.9134625,경남,거창군
보경동물병원,경남 밀양시 상남면 고노실길 4,등록된 정보가 없습니다,055-355-9985,35.45908308,128.7512654,경남,밀양시
경남유우동물병원,경남 창원시 의창구 동읍 용잠로 30-6,등록된 정보가 없습니다,등록된 정보가 없습니다,35.27913864,128.6875796,경남,창원시
탑동물병원,경남 창원시 의창구 용동로 85,등록된 정보가 없습니다,등록된 정보가 없습니다,35.23846175,128.700768,경남,창원시
친친동물병원,경남 양산시 삽량로 193 비전프라자 102호, 월~금 09:30 ~ 21:30,055-366-9777,35.33519122,129.0278429,경남,양산시
그랜드동물병원,경남 김해시 율하1로 110 중앙프라자 201호, 월~금 09:30 ~ 19:00,055-325-7505,35.17279641,128.8156338,경남,김해시
우리동물병원,경남 진주시 신안로 165,등록된 정보가 없습니다,055-748-5487,35.19199129,128.0661334,경남,진주시
울트라 동물병원,경남 김해시 계동로102번길 27 울트라상가 143호,등록된 정보가 없습니다,등록된 정보가 없습니다,35.18624942,128.7968449,경남,김해시
가나수산질병관리원,경남 통영시 장좌로 63,등록된 정보가 없습니다,등록된 정보가 없습니다,34.84198511,128.4317371,경남,통영시
대성동물병원,경남 고성군 영오면 영회로 512,등록된 정보가 없습니다,등록된 정보가 없습니다,35.10798097,128.2365699,경남,고성군
현대동물병원,경남 사천시 정동면 진삼로 1344,등록된 정보가 없습니다,등록된 정보가 없습니다,35.0721246,128.0816489,경남,사천시
현대동물병원,경남 함양군 함양읍 함양로 1182-1,등록된 정보가 없습니다,055-963-4569,35.52417356,127.7288863,경남,함양군
백호동물병원,경남 고성군 고성읍 중앙로15번길 62,등록된 정보가 없습니다,055-673-7194,34.97697189,128.3225094,경남,고성군
해동동물병원,경남 밀양시 무안면 동부1길 10-1,등록된 정보가 없습니다,055-352-6768,35.47026848,128.6517221,경남,밀양시
우리동물병원,경남 합천군 합천읍 문화로 55,등록된 정보가 없습니다,055-932-5279,35.56076647,128.1597959,경남,합천군
승원동물병원,경남 통영시 중앙로 233,등록된 정보가 없습니다,055-649-9054,34.85155867,128.4277003,경남,통영시
경상동물병원,경남 함안군 가야읍 가야로 14,등록된 정보가 없습니다,055-585-7703,35.2768781,128.4027313,경남,함안군
하늘동물병원,경남 창원시 성산구 원이대로863번길 19 더샵센트럴파크상가 2층," 월,목,금 10:00 ~ 19:00 · 휴게시간 월,화,목,금,토 13:00 ~ 14:00",055-604-1100,35.20913742,128.6976493,경남,창원시
남창원동물병원,경남 창원시 성산구 가음로 100 남창원농협농수산물종합유통센터 3층, 월~토 10:00 ~ 19:30,055-287-0075,35.20401816,128.7031587,경남,창원시
거창축협동물병원,경남 거창군 거창읍 강변로8길 32-22,등록된 정보가 없습니다,055-944-9976,35.68556892,127.9104291,경남,거창군
송동물병원,경남 의령군 부림면 신번로7길 3,등록된 정보가 없습니다,055-574-5656,35.46775986,128.3243263,경남,의령군
거창한동물병원,경남 거창군 거창읍 중앙로 194,등록된 정보가 없습니다,010-8004-9283,35.68853371,127.9193973,경남,거창군
지안동물의료센터,경남 진주시 진주대로 881,등록된 정보가 없습니다,055-754-0079,35.17908485,128.0907258,경남,진주시
혜성동물병원,경남 거창군 거창읍 수남로 2219,등록된 정보가 없습니다,등록된 정보가 없습니다,35.67701426,127.9111487,경남,거창군
마창진축협 동물병원,경남 창원시 의창구 동읍 동읍로 332,등록된 정보가 없습니다,055-253-3867,35.30136605,128.6661233,경남,창원시
고성동물병원약품,경남 고성군 고성읍 동외로 163-14,등록된 정보가 없습니다,055-674-6670,34.97594209,128.3253255,경남,고성군
해조동물병원,경남 김해시 한림면 장방로222번길 46-63,등록된 정보가 없습니다,등록된 정보가 없습니다,35.32288339,128.7822009,경남,김해시
진북동물병원,경남 창원시 마산합포구 진북면 학동로 537-48,등록된 정보가 없습니다,등록된 정보가 없습니다,35.15172713,128.4381723,경남,창원시
종합동물병원,경남 합천군 합천읍 중앙로 91,등록된 정보가 없습니다,055-933-8665,35.56894193,128.1587884,경남,합천군
동물병원WITHPET,경남 사천시 사천읍 사천읍성로 12,등록된 정보가 없습니다,055-855-1275,35.08510972,128.0855798,경남,사천시
축협동물병원,경남 합천군 합천읍 충효로3길 11,등록된 정보가 없습니다,등록된 정보가 없습니다,35.56587364,128.1622074,경남,합천군
박수의과병원,경남 창녕군 창녕읍 우포2로 1215,등록된 정보가 없습니다,055-532-1141,35.54358081,128.4889597,경남,창녕군
이수의과동물병원,경남 함양군 안의면 종로길 11-6,등록된 정보가 없습니다,055-962-0142,35.62800003,127.8133491,경남,함양군
경남수의동물병원,경남 진주시 남강로1239번길 11,등록된 정보가 없습니다,등록된 정보가 없습니다,35.17234042,128.1249083,경남,진주시
위너동물병원,경남 창녕군 대지면 우포2로 1194-6,등록된 정보가 없습니다,055-533-2171,35.544801,128.4865163,경남,창녕군
김동래동물병원,경남 함안군 가야읍 함안대로 551,등록된 정보가 없습니다,055-583-0808,35.27565819,128.4055324,경남,함안군
연지동물병원,경남 김해시 김해대로 1968,등록된 정보가 없습니다,055-342-7700,35.25128605,128.8675474,경남,김해시
사천바이엘동물병원,경남 사천시 사천읍 읍내로 112,등록된 정보가 없습니다,등록된 정보가 없습니다,35.07995589,128.0965195,경남,사천시
사송동물메디컬센터,"경남 양산시 동면 내송내안2길 13 송림플러스 110, 111호", 월~금 09:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,055-363-8280,35.32012771,129.0653481,경남,양산시
도그플러스 롯데마트장유점,경남 김해시 번화1로56번길 15 장유롯데마트 3층,등록된 정보가 없습니다,055-313-0975,35.19303789,128.8012982,경남,김해시
베스트팜R동물병원,경남 진주시 사봉면 산업단지로 14,등록된 정보가 없습니다,등록된 정보가 없습니다,35.18949412,128.2735151,경남,진주시
촉석동물병원,경남 사천시 축동면 용산1길 29-15,등록된 정보가 없습니다,055-854-6906,35.1032864,128.0452375,경남,사천시
도그플러스 동물병원,경남 창원시 의창구 창원대로 415 삼성홈플러스 지하1층,등록된 정보가 없습니다,055-276-8275,35.23403673,128.6436159,경남,창원시
사랑동물병원,경남 진주시 일반성면 동부로 1964,등록된 정보가 없습니다,등록된 정보가 없습니다,35.17077019,128.2768619,경남,진주시
조수의과병원,경남 고성군 회화면 배둔로39번길 3,등록된 정보가 없습니다,055-673-4677,35.05762966,128.3698936,경남,고성군
창원시축산농협동물병원,경남 창원시 의창구 천주로12번길 29,등록된 정보가 없습니다,055-253-3867,35.262888,128.6215248,경남,창원시
진주축협동물병원,경남 진주시 동진로 213,등록된 정보가 없습니다,등록된 정보가 없습니다,35.18005216,128.1144425,경남,진주시
세인트동물병원,경남 김해시 삼계중앙로 39,등록된 정보가 없습니다,055-312-7555,35.26083064,128.8693813,경남,김해시
가야농협동물병원,경남 합천군 가야면 가야시장로 53,등록된 정보가 없습니다,등록된 정보가 없습니다,35.7594698,128.1382374,경남,합천군
드림벳동물병원,경남 고성군 고성읍 중앙로 100, 월~금 08:30 ~ 17:30 · 휴게시간 월~금 12:00 ~ 13:00,010-6395-8275,34.9749614,128.3307289,경남,고성군
푸른종합동물병원,경남 창원시 진해구 충장로 110,등록된 정보가 없습니다,등록된 정보가 없습니다,35.15207326,128.6639744,경남,창원시
미래동물병원,경남 함안군 칠원읍 용산1길 15,등록된 정보가 없습니다,055-586-8277,35.30808754,128.5175764,경남,함안군
우리들동물병원,경남 양산시 중앙로 136,등록된 정보가 없습니다,등록된 정보가 없습니다,35.34276559,129.0378923,경남,양산시
나와소동물병원,경남 밀양시 밀양대로 2109 3층, 월~금 10:00 ~ 14:00 · 휴게시간 월~금 12:00 ~ 13:00,010-4809-3299,35.503999,128.7537396,경남,밀양시
성모,경남 김해시 가야로 26,등록된 정보가 없습니다,등록된 정보가 없습니다,35.26962073,128.8633984,경남,김해시
유병국동물병원,경남 고성군 회화면 배둔로 40,등록된 정보가 없습니다,등록된 정보가 없습니다,35.05768698,128.3702295,경남,고성군
사천축산업협동조합,경남 사천시 사천읍 진삼로 1488-1,등록된 정보가 없습니다,055-851-5800,35.08414335,128.0860204,경남,사천시
대성동물병원,경남 고성군 영오면 옥천로 1493,등록된 정보가 없습니다,010-4576-9974,35.10836237,128.2386025,경남,고성군
박동물병원,경남 합천군 가야면 가야시장로 74-2,등록된 정보가 없습니다,등록된 정보가 없습니다,35.76115823,128.1391608,경남,합천군
형제동물병원,경남 함양군 함양읍 용평3길 25,등록된 정보가 없습니다,055-962-2114,35.51928501,127.7310002,경남,함양군
현대동물병원,경남 하동군 옥종면 옥종중앙길 64-1,등록된 정보가 없습니다,055-882-8250,35.18103266,127.8797385,경남,하동군
현대 수산동물병원,경남 통영시 정동2길 57,등록된 정보가 없습니다,055-643-0114,34.84357752,128.4307353,경남,통영시
경남수의동물병원,경남 창녕군 계성면 영산장마로 665-4,등록된 정보가 없습니다,055-521-4010,35.45945968,128.5173067,경남,창녕군
우리종합동물병원,경남 김해시 능동로155번길 2,등록된 정보가 없습니다,055-312-7585,35.20267064,128.8082518,경남,김해시
강애동물병원,경남 창원시 성산구 안민안길 20,등록된 정보가 없습니다,055-262-5152,35.18658143,128.6917372,경남,창원시
경일벳,경남 창원시 마산회원구 북성로 348,등록된 정보가 없습니다,055-296-1919,35.23396087,128.5596271,경남,창원시
공중전화 합성동 사랑으로동물병원앞,경남 창원시 마산회원구 합성동 438,등록된 정보가 없습니다,등록된 정보가 없습니다,35.24445213,128.587618,경남,창원시
브이동물메디컬센터,제주특별자치도 제주시 노형14길 14 1층, 월~토 10:00 ~ 20:00 · 휴게시간 매일 13:00 ~ 14:00,064-803-0038,33.48449722,126.4797753,제주특별자치도,제주시
24시똑똑똑동물메디컬센터,제주특별자치도 제주시 도령로 129 1층,매일 00:00 ~ 24:00 · 휴게시간 매일 17:00 ~ 18:00 · 휴게시간 매일 13:00 ~ 14:00 · 휴게시간 매일 09:00 ~ 10:00,064-749-7585,33.49301685,126.4907453,제주특별자치도,제주시
튼튼동물병원,제주특별자치도 제주시 중앙로 351 1층,등록된 정보가 없습니다,064-757-7582,33.49056719,126.5380175,제주특별자치도,제주시
노형꿈동물병원,제주특별자치도 제주시 월광로 32 1층, 월~금 09:00 ~ 19:00 · 휴게시간 월~토 13:00 ~ 14:00,064-744-1128,33.48413773,126.4649031,제주특별자치도,제주시
제주키움동물병원,제주특별자치도 제주시 중앙로 273 나라키움복합관사 106호," 월,화,목,금,토 09:30 ~ 20:00",064-725-7579,33.49627667,126.5326674,제주특별자치도,제주시
정든동물병원,제주특별자치도 서귀포시 일주동로 9117, 월~금 10:00 ~ 19:00,064-738-7975,33.24692314,126.51877,제주특별자치도,서귀포시
이룸동물병원,제주특별자치도 제주시 월광로 51, 월~금 09:30 ~ 19:00,064-748-2838,33.48572102,126.4659913,제주특별자치도,제주시
정직한동물병원,"제주특별자치도 서귀포시 대정읍 글로벌에듀로 370 이노에듀파크 117,118호",등록된 정보가 없습니다,070-4647-4849,33.28072965,126.2782437,제주특별자치도,서귀포시
삼화우수한동물병원,제주특별자치도 제주시 건주로 65 삼광빌딩 1층,등록된 정보가 없습니다,064-702-2670,33.51349377,126.5809355,제주특별자치도,제주시
한라 동물종합병원,제주특별자치도 제주시 고마로 37, 월~토 10:00 ~ 19:00,064-753-0880,33.51088122,126.5390513,제주특별자치도,제주시
나아라동물병원,제주특별자치도 제주시 중앙로 536, 월~금 09:00 ~ 19:00 · 휴게시간 월~토 12:00 ~ 13:00,064-799-7582,33.47538555,126.5447573,제주특별자치도,제주시
한라동물의료센터,제주특별자치도 제주시 남광로 20,등록된 정보가 없습니다,064-725-7577,33.49288727,126.5381652,제주특별자치도,제주시
서울동물병원,제주특별자치도 서귀포시 동문로 29,등록된 정보가 없습니다,064-732-8762,33.2511103,126.5640282,제주특별자치도,서귀포시
이루다동물병원,제주특별자치도 제주시 건주로3길 19 1층 101호," 월,화,목,금,토 10:00 ~ 20:00",064-725-1545,33.51676778,126.5814066,제주특별자치도,제주시
삼화동물병원,제주특별자치도 제주시 건주로4길 28 1층,등록된 정보가 없습니다,064-757-7585,33.51682912,126.5789413,제주특별자치도,제주시
동심동물병원,제주특별자치도 제주시 노연로 141,등록된 정보가 없습니다,064-744-1030,33.48590063,126.495254,제주특별자치도,제주시
푸른동물병원,제주특별자치도 제주시 서광로 293, 월~금 10:00 ~ 18:00 · 휴게시간 월~금 12:00 ~ 13:30,064-758-2013,33.50065492,126.5277517,제주특별자치도,제주시
노형동물병원,제주특별자치도 제주시 1100로 3213-27 천마에코피아2차  204호,등록된 정보가 없습니다,064-759-7975,33.4760038,126.4815058,제주특별자치도,제주시
라이프동물병원,제주특별자치도 제주시 노형3길 21-1 1층, 월~금 10:00 ~ 19:00 · 휴게시간 월~토 12:00 ~ 13:00,064-746-7579,33.48264785,126.4760035,제주특별자치도,제주시
가람동물병원,제주특별자치도 서귀포시 대정읍 최남단해안로29번길 22,등록된 정보가 없습니다,등록된 정보가 없습니다,33.21931917,126.2527587,제주특별자치도,서귀포시
현대동물병원,제주특별자치도 서귀포시 동홍로90번길 2, 월~금 09:00 ~ 19:00,064-733-8250,33.25634381,126.5682416,제주특별자치도,서귀포시
